FILIAL,NOME DO REBOCADOR,MOTIVO INDISPONIBILIDADE,,OBSERVAÇÃO DO MOTIVO,CONSEQUÊNCIAS,DATA/HORA INÍCIO,DATA/HORA FIM,CUSTO AFRETAMENTO,ref mês:
VIT,S/N Aragipe,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,23/04/2015 15:50:00,23/04/2015 17:20:00,,
VIT,S/N Aragipe,REPARO,,Colocação de fieis nas tampas de tomadas de incêndio.,NÃO HOUVE IMPACTO EM MANOBRA,24/04/2015 08:00:00,24/04/2015 10:00:00,,
VIT,SN Oiapoque,REPARO,,Troca de óleo lubrificante 1.200 Lts do SRP de BE.,NÃO HOUVE IMPACTO EM MANOBRA,06/04/2015 08:00:00,06/04/2015 12:00:00,,
VIT,SN Oiapoque,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,09/04/2015 16:00:00,09/04/2015 17:30:00,,
VIT,SN Oiapoque,REPARO,,Desobstrução do suspiro da caixa de mar da bomba de serviços gerais.,NÃO HOUVE IMPACTO EM MANOBRA,10/04/2015 08:00:00,10/04/2015 12:00:00,,
VIT,SN Oiapoque,REPARO,,"Troca da graxa,guarda copo do mancal quatro da linha de eixo de BE.",NÃO HOUVE IMPACTO EM MANOBRA,15/04/2015 08:00:00,15/04/2015 10:00:00,,
VIT,SN Oiapoque,REPARO,,Colocação de fieis nas tampas de tomadas de incêndio.,NÃO HOUVE IMPACTO EM MANOBRA,24/04/2015 10:00:00,24/04/2015 12:00:00,,
VIT,SN Oiapoque,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,27/04/2015 09:00:00,27/04/2015 11:30:00,,
PNG,S/N Jauá,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,05/04/2015 00:00:00,05/04/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,05/04/2015 00:00:00,05/04/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,07/05/2015 00:00:00,07/05/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,17/05/2015 00:00:00,17/05/2015 00:00:00,,
RJ1,S/N Araruama,REPARO,,TROCA CAREGADOR DAS BATERIAS DE EMERGENCIA,NÃO HOUVE IMPACTO EM MANOBRA,02/04/2015 10:00:00,02/04/2015 12:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,9.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,10/04/2015 00:00:00,10/04/2015 00:00:00,,
RJ1,S/N Araruama,REPARO,,REPARO TAMPA SAIDA EMERGENCIA PÇA MAQUINA PAIOL PROA,NÃO HOUVE IMPACTO EM MANOBRA,10/04/2015 08:00:00,10/04/2015 11:00:00,,
RJ1,S/N Araruama,REPARO,,FONOCLAMA E NA CENTRAL TELEFONICA,NÃO HOUVE IMPACTO EM MANOBRA,14/04/2015 09:00:00,14/04/2015 14:00:00,,
RJ1,S/N Araruama,REPARO,,TROCA DA CENTRAL DOS DETECOTRES DE FUMAÇA E SUBST. REDE DE DRENO SAIDA EMERGENCIA,NÃO HOUVE IMPACTO EM MANOBRA,15/04/2015 08:30:00,15/04/2015 12:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,RECEBENDO DO ARARUAMA 12.000 LTS OLEO,NÃO HOUVE IMPACTO EM MANOBRA,21/04/2015 00:00:00,21/04/2015 00:00:00,,
RJ1,Atalaia,MERGULHO,,TUBULÃO DE BB,NÃO HOUVE IMPACTO EM MANOBRA,15/04/2015 09:40:00,16/04/2015 06:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,9.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,16/04/2015 00:00:00,16/04/2015 00:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,18.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,29/04/2015 00:00:00,29/04/2015 00:00:00,,
RJ1,Atalaia,REPARO,,REPARO NO GATO,NÃO HOUVE IMPACTO EM MANOBRA,30/04/2015 14:30:00,30/04/2015 16:55:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,09/04/2015 00:00:00,09/04/2015 00:00:00,,
RJ1,Mossoró,REPARO,,TROCA PRESSOSTATOS DAS CXS REVERSORAS MCPS,NÃO HOUVE IMPACTO EM MANOBRA,13/04/2015 11:20:00,13/04/2015 16:30:00,,
RJ1,Mossoró,REPARO,,REGULANDO CABO DE ACOPLAMENTO DO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,17/04/2015 10:00:00,17/04/2015 12:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,12.000 DE OLEO DO ARARUAMA,NÃO HOUVE IMPACTO EM MANOBRA,21/04/2015 00:00:00,21/04/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,18.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,24/04/2015 00:00:00,24/04/2015 00:00:00,,
SEP,S/N Guarapari,REPARO,,PANE NO SISTEMA AZIMUTAL BE PARTE ELETRICA,NÃO HOUVE IMPACTO EM MANOBRA,25/04/2015 08:20:00,25/04/2015 17:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUIÇÃO DAS ROLDANAS DAS ADRIÇAS DO MASTRO,NÃO HOUVE IMPACTO EM MANOBRA,02/04/2015 00:00:00,02/04/2015 00:00:00,,
MAC,Pirajá,INSPEÇÃO,,QUADRO ELÉTRICO DO COMPRESSOR,NÃO HOUVE IMPACTO EM MANOBRA,03/04/2015 00:00:00,03/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,AR-CONDOCIONADO CAMAROTE DOS MARINHEIROS,NÃO HOUVE IMPACTO EM MANOBRA,06/04/2015 00:00:00,06/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,REDE DE ÁGUA POTÁVEL,NÃO HOUVE IMPACTO EM MANOBRA,07/04/2015 00:00:00,07/04/2015 00:00:00,,
MAC,Pirajá,INSPEÇÃO,,VÁLVULAS DE SEGURANÇA DO COMPRESSOR,NÃO HOUVE IMPACTO EM MANOBRA,08/04/2015 00:00:00,08/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,REDE DE DIESEL DO MCP-BB,NÃO HOUVE IMPACTO EM MANOBRA,13/04/2015 00:00:00,13/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,TROCA DE ÓLEO E FILTROS MCA-BB,NÃO HOUVE IMPACTO EM MANOBRA,14/04/2015 00:00:00,14/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,TROCA DE ÓLEO E FILTROS MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,15/05/2015 00:00:00,15/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,PARAFUSOS DE VEDAÇÃO DO TANQUE DE ÁGUA BB,NÃO HOUVE IMPACTO EM MANOBRA,23/04/2015 00:00:00,23/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,PRESSOSTATO DE ÓLEO DO MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,27/04/2015 00:00:00,27/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,PRESSOSTATO DE ÓLEO DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,29/04/2015 00:00:00,29/04/2015 00:00:00,,
MAC,Pirajá,REPARO,,RAMPA DE ACESSO AO REBOCADOR,NÃO HOUVE IMPACTO EM MANOBRA,30/04/2015 00:00:00,30/04/2015 00:00:00,,
RGD,S/N David,VISTORIA,,VISTORIA - JUSTIÇA FEDERAL - SINDICATO - ALTERAÇÃO DO CTS,AFRETAMENTO,04/05/2015 16:00:00,04/05/2015 18:00:00,,
RGD,S/N David,REPARO,,REPARO NO GUINCHO - TROCA CILINDRO DE AR DO FREIO (CORRETIVA),NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 13:00:00,,
RGD,S/N David,REPARO,,REPARO NO RESFRIADOR (CORRETIVA),AFRETAMENTO,15/05/2015 18:00:00,17/05/2015 00:30:00,,
RGD,S/N David,REPARO,,REPARO NO RESFRIADOR (CORRETIVA),AFRETAMENTO,18/05/2015 01:00:00,18/05/2015 21:45:00,,
RGD,S/N David,REPARO,,REPARO NO RESFRIADOR (CORRETIVA),NÃO HOUVE IMPACTO EM MANOBRA,19/05/2015 14:00:00,19/05/2015 23:00:00,,
RGD,S/N David,REPARO,,REPARO NO ACOPLAMENTO DA BOMBA HIDRÁULICA DO AGREGADO DE BB (CORRETIVA),NÃO HOUVE IMPACTO EM MANOBRA,31/05/2015 03:00:00,31/05/2015 18:00:00,,
MAC,Pirajá,REPARO,,TROCA DE ÓLEO E FILTROS MCA-BE,NÃO HOUVE IMPACTO EM MANOBRA,05/05/2015 00:00:00,05/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,TROCA DE ÓLEO REVERSORA DO MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,LIMPEZA DE FILTROS DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,07/05/2015 00:00:00,07/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,INSTALAÇÃO SISTEMA DE IÇAMENTO DA RAMPA DE ACESSO AO PIRAJÁ,NÃO HOUVE IMPACTO EM MANOBRA,13/05/2015 00:00:00,13/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,CORREÇÃO DE VAZAMENTO ENTRE A MUFLA E A TURBINA DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,14/05/2015 00:00:00,14/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,LIMPEZA DO AFTERCOOLER DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,15/05/2015 00:00:00,15/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,SUBSTITUÍÇÃO DO PRESSOSTATO DE ÓLEO DO MCP-BB,NÃO HOUVE IMPACTO EM MANOBRA,18/05/2015 00:00:00,18/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,TROCA DE ÓLEO DA REVERSSORA DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,19/05/2015 00:00:00,19/05/2015 00:00:00,,
MAC,Pirajá,INSPEÇÃO,,RETIRADA DA BOMBA DE SERVIÇOS GERAIS P/ MANUTENÇÃO,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,VÁLVULA DE ASPIRAÇÃO DA BOMBA SERVIÇOS GERAIS,NÃO HOUVE IMPACTO EM MANOBRA,22/05/2015 00:00:00,22/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,VÁLVULA DE ASPIRAÇÃO DO MCA-BE,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
MAC,Pirajá,REPARO,,REDE DE REFRIGERAÇÃO DO MCA-BE,NÃO HOUVE IMPACTO EM MANOBRA,26/05/2015 00:00:00,26/05/2015 00:00:00,,
SDR,Caburaí,REPARO,,MANUTENÇAO NO SOPRADOR DO MCP,NÃO HOUVE IMPACTO EM MANOBRA,01/05/2015 00:00:00,06/05/2015 19:00:00,,
SDR,Caburaí,REPARO,,SUBSTITUIÇÃO DA VÁLVULA REGULADORA E LUBRI-FILTRO DO SISTEMA DE ACELERAÇÃO DAS MANETES DO PASSADIÇO,NÃO HOUVE IMPACTO EM MANOBRA,12/05/2015 00:00:00,12/05/2015 00:00:00,,
SDR,Caburaí,REPARO,,CONFECÇÃO DE TRECHO DA REDE DE REFRIGERAÇÃO DO TROCADOR DE CALOR DE ÁGUA DOCE DO MCP-BE,NÃO HOUVE IMPACTO EM MANOBRA,15/05/2015 00:00:00,15/05/2015 00:00:00,,
SDR,Caburaí,ABASTECIMENTO,,AQUISIÇÃO DE COMBUSTÍVEL,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,Caburaí,REPARO,,REPARO NOS CILINDROS EM 3 CILINDROS DO MCP BB,ATRASO NA MANOBRA,22/05/2015 08:00:00,31/05/2015 00:00:00,,
SDR,Caburaí,REPARO,,CONFECÇÃO/INSTALAÇÃO DE SUPORTE PARA FIXAÇÃO DOS SENSORES INDICADORES DE POSIÇÃO DO LEME,NÃO HOUVE IMPACTO EM MANOBRA,28/05/2015 00:00:00,28/05/2015 00:00:00,,
SDR,Caburaí,REPARO,,RETIRADO FIAÇÃO MORTA E FEITO FIXAÇÃO DAS SOLTAS COM ABRAÇADEIRAS PLÁSTICAS,NÃO HOUVE IMPACTO EM MANOBRA,28/05/2015 00:00:00,28/05/2015 00:00:00,,
SDR,S/N Pirambu,REPARO,,LIMPEZA DO TANQUE DE SERVIÇO BB,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Pirambu,REPARO,,LIMPEZA DO TANQUE DE SERVIÇO BE,NÃO HOUVE IMPACTO EM MANOBRA,21/05/2015 00:00:00,21/05/2015 00:00:00,,
SDR,S/N Pirambu,REPARO,,INSTALADO BBA HIDROFORA,NÃO HOUVE IMPACTO EM MANOBRA,22/05/2015 00:00:00,22/05/2015 00:00:00,,
SDR,S/N Pirambu,REPARO,,SUBSTITUIÇÃO DO CONTACTOR DA BBA HIDROFOR,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
SDR,S/N Pirambu,ABASTECIMENTO,,AQUISIÇÃO DE COMBUSTÍVEL,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
SDR,Carajás,REPARO,,LIMPEZA DO RESFRIADOR DO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,05/05/2015 00:00:00,05/05/2015 00:00:00,,
SDR,Carajás,REPARO,,MANUTENÇÃO MUFLA,NÃO HOUVE IMPACTO EM MANOBRA,05/05/2015 00:00:00,05/05/2015 00:00:00,,
SDR,Carajás,REPARO,,LIMPEZA DOS TANQUES DE ÁGUA,NÃO HOUVE IMPACTO EM MANOBRA,11/05/2015 00:00:00,11/05/2015 00:00:00,,
SDR,Carajás,REPARO,,SUBSTITUIÇÃO DA REDE DO AR DO APITO,NÃO HOUVE IMPACTO EM MANOBRA,11/05/2015 00:00:00,11/05/2015 00:00:00,,
SDR,Carajás,ABASTECIMENTO,,AQUISIÇÃO DE COMBUSTÍVEL,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,Carajás,REPARO,,MANUTENÇÃO MCA,ATRASO NA MANOBRA,22/05/2015 08:00:00,22/05/2015 12:00:00,,
SDR,Carajás,REPARO,,REVISÃO NO CIRCUITO DE COMANDO E ALARME MCA BE,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
SDR,Pituba,REPARO,,"SUSTITUIÇÃO DO ""PLUG""DE VEDAÇAO DE AGUA DO CABEÇOTE MCP CE",NÃO HOUVE IMPACTO EM MANOBRA,21/05/2015 00:00:00,21/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,SUBSTITUIÇÃO DA REDE DO AR DO APITO,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,TROCA DE ÓLEO DOS MCPs BB/BE,NÃO HOUVE IMPACTO EM MANOBRA,08/05/2015 00:00:00,08/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,REAPERTO DO CABEÇOTE E AJUSTE DE VALVULAS DO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,LIMPEZA DO RESFRIADOR DE AGUA SALGADA MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,SUBSTITUIÇAO DE UM MOTOR DE PARTIDA MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,SUBSTITUIÇÃO DOS DOIS MOTORES DE PARTIDA MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,REVISAO NAS LUMINARIAS DO PASSADIÇO,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 00:00:00,20/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,REPARADO FIO PARTIDO QUE ALIMETAM OS MOTORES DE PARTIDA DO MCP BB,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
SDR,S/N Caeté,ABASTECIMENTO,,AQUISIÇÃO DE COMBUSTÍVEL,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
SDR,S/N Caeté,REPARO,,"SUBSTITUIÇÃO DO MANÕMETROS DOS SEGUINTES EQUIPAMENTOS; Bba. DE INCÊNDIO,Bba DE SERVIÇOS GERAIS,Bb,Bba DE TRANSFERÇA DE ÓLEO DIESEL, FITROS RACOL E PRESSÃO DAS BOMBAS DE REFRIGERAÇÃO DOS MCA'S",NÃO HOUVE IMPACTO EM MANOBRA,26/05/2015 00:00:00,26/05/2015 00:00:00,,
STR,SN Maraú,ABASTECIMENTO,,,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
STR,SN Maraú,FALHA EM MANOBRA,CORRETIVO,PROBLEMAS NO PROPULSOR DE BB,NÃO HOUVE IMPACTO EM MANOBRA,24/05/2015 20:10:00,25/05/2015 10:00:00,,
STR,SN Jatobá,ABASTECIMENTO,,,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
STR,SN Jatobá,REPARO,CORRETIVO,MERGULHO PARA COLOCAÇÃO DOS PARAFUSOS DOS PROPULSORES - PARAFUSOS QUEBRADOS,AFRETAMENTO,09/05/2015 08:30:00,09/05/2015 13:35:00,,
STR,Sauípe,ABASTECIMENTO,,,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
STR,Sauípe,REPARO,CORRETIVO,PEGOU LIXO NO PROPULSOR,AFRETAMENTO,06/05/2015 23:00:00,07/05/2015 10:30:00,,
STR,Sauípe,REPARO,CORRETIVO,VAZAMENTO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,18/05/2015 02:45:00,18/05/2015 08:10:00,,
STR,Sauípe,REPARO,CORRETIVO,NÃO ACOPLOU O MCP,AFRETAMENTO,29/05/2015 16:40:00,29/05/2015 17:20:00,,
PNG,SN Chuí,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,07/05/2015 00:00:00,07/05/2015 00:00:00,,
PNG,SN Chuí,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,17/05/2015 00:00:00,17/05/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,07/05/2015 00:00:00,07/05/2015 00:00:00,,
PNG,S/N Jauá,ABASTECIMENTO A. POTÁVEL,,,NÃO HOUVE IMPACTO EM MANOBRA,17/05/2015 00:00:00,17/05/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.OOO LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,06/05/2015 00:00:00,06/05/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.000 LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,11/05/2015 00:00:00,11/05/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,OLEO,NÃO HOUVE IMPACTO EM MANOBRA,13/05/2015 00:00:00,13/05/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.000 LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,15/05/2015 00:00:00,15/05/2015 00:00:00,,
RJ1,Mossoró,REPARO,,QUEDA DE ROTAÇÃO,NÃO HOUVE IMPACTO EM MANOBRA,20/05/2015 07:00:00,20/05/2015 12:20:00,,
RJ1,Mossoró,ABASTECIMENTO,,PEGOU OLEO DO ARARUAMA,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
RJ1,Mossoró,REPARO,,PROBLEMA NO MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,24/05/2015 13:30:00,24/05/2015 15:30:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.000 LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
RJ1,Mossoró,ABASTECIMENTO,,9.000 LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,30/05/2015 00:00:00,30/05/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,PEGANDO OLEO NA CODEPE,NÃO HOUVE IMPACTO EM MANOBRA,09/05/2015 00:00:00,09/05/2015 00:00:00,,
RJ1,S/N Araruama,REPARO,,TESTE DE FORÇA,NÃO HOUVE IMPACTO EM MANOBRA,12/05/2015 13:30:00,12/05/2015 15:30:00,,
RJ1,S/N Araruama,VISTORIA,,VISTORIA DA ABS,NÃO HOUVE IMPACTO EM MANOBRA,14/05/2015 10:30:00,14/05/2015 12:00:00,,
RJ1,S/N Araruama,REPARO,,RETIRADA CX REDUTORA BE,NÃO HOUVE IMPACTO EM MANOBRA,18/05/2015 14:00:00,18/05/2015 20:00:00,,
RJ1,S/N Araruama,MERGULHO,,PEGOU PNEU NO HÉLICE,PERDA DE MANOBRA,19/05/2015 08:40:00,19/05/2015 16:15:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,9.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,19/05/2015 00:00:00,19/05/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,TRANF. OLEO P/ O ATALAIA,NÃO HOUVE IMPACTO EM MANOBRA,22/05/2015 00:00:00,22/05/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,TRANF. OLEO P/ O MOSSORO,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,PEGANDO OLEO NA CODEPE,NÃO HOUVE IMPACTO EM MANOBRA,23/05/2015 00:00:00,23/05/2015 00:00:00,,
RJ1,S/N Araruama,ABASTECIMENTO,,9.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
RJ1,Atalaia,MERGULHO,,SOLTOU CHAPA TUBULÃO,NÃO HOUVE IMPACTO EM MANOBRA,01/05/2015 12:00:00,02/05/2015 16:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,PEGOU OLEO DO ARARUAMA,NÃO HOUVE IMPACTO EM MANOBRA,22/05/2015 00:00:00,22/05/2015 00:00:00,,
RJ1,Atalaia,ABASTECIMENTO,,9.000 LTS AGUA,NÃO HOUVE IMPACTO EM MANOBRA,25/05/2015 00:00:00,25/05/2015 00:00:00,,
SEP,S/N Guarapari,ABASTECIMENTO,,40.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,02/05/2015 00:00:00,02/05/2015 00:00:00,,
SEP,S/N Guarapari,REPARO,,ROMPIMENTO O-RINGUE MCP BE,NÃO HOUVE IMPACTO EM MANOBRA,12/05/2015 09:00:00,12/05/2015 14:00:00,,
SEP,S/N Abrolhos,ABASTECIMENTO,,40.000 LTS DE AGUA,NÃO HOUVE IMPACTO EM MANOBRA,26/05/2015 00:00:00,26/05/2015 00:00:00,,
VIT,S/N Aragipe,REPARO,,Retirado vazamento de óleo hidraulico da bomba de governo do SRP de BB.,NÃO HOUVE IMPACTO EM MANOBRA,06/04/2015 08:00:00,06/04/2015 11:00:00,,
VIT,S/N Aragipe,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,07/04/2015 16:25:00,07/04/2015 17:15:00,,
VIT,S/N Aragipe,REPARO,,Regulagem da lona de freio do guincho de proa.,NÃO HOUVE IMPACTO EM MANOBRA,08/04/2015 13:00:00,08/04/2015 15:00:00,,
VIT,S/N Aragipe,REPARO,,Troca da embreagem do SRP de BB e do anel de vedação do SRP de BB.,NÃO HOUVE IMPACTO EM MANOBRA,09/04/2015 08:00:00,09/04/2015 16:00:00,,
VIT,S/N Aragipe,REPARO,,Desmontagem do conjunto de freio do guinho de proa.,NÃO HOUVE IMPACTO EM MANOBRA,14/04/2015 08:00:00,14/04/2015 12:00:00,,
VIT,S/N Aragipe,REPARO,,Colocado carga de gás no ar condicionado do refeitorio,NÃO HOUVE IMPACTO EM MANOBRA,20/04/2015 08:00:00,20/04/2015 10:00:00,,
VIT,S/N Aragipe,REPARO,,Montagem de todo conjunto da cinta de freio.,NÃO HOUVE IMPACTO EM MANOBRA,22/04/2015 08:00:00,22/04/2015 16:00:00,,
VIT,S/N Aragipe,REPARO,,Preparação de um suporte na cinta de freio do guincho de proa.,NÃO HOUVE IMPACTO EM MANOBRA,23/04/2015 08:00:00,23/04/2015 12:00:00,,
VIT,S/N Aragipe,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,23/04/2015 15:50:00,23/04/2015 17:20:00,,
VIT,S/N Aragipe,REPARO,,Colocação de fieis nas tampas de tomadas de incêndio.,NÃO HOUVE IMPACTO EM MANOBRA,24/04/2015 08:00:00,24/04/2015 10:00:00,,
VIT,SN Oiapoque,REPARO,,Troca de óleo lubrificante 1.200 Lts do SRP de BE.,NÃO HOUVE IMPACTO EM MANOBRA,06/04/2015 08:00:00,06/04/2015 12:00:00,,
VIT,SN Oiapoque,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,09/04/2015 16:00:00,09/04/2015 17:30:00,,
VIT,SN Oiapoque,REPARO,,Desobstrução do suspiro da caixa de mar da bomba de serviços gerais.,NÃO HOUVE IMPACTO EM MANOBRA,10/04/2015 08:00:00,10/04/2015 12:00:00,,
VIT,SN Oiapoque,REPARO,,"Troca da graxa,guarda copo do mancal quatro da linha de eixo de BE.",NÃO HOUVE IMPACTO EM MANOBRA,15/04/2015 08:00:00,15/04/2015 10:00:00,,
VIT,SN Oiapoque,REPARO,,Colocação de fieis nas tampas de tomadas de incêndio.,NÃO HOUVE IMPACTO EM MANOBRA,24/04/2015 10:00:00,24/04/2015 12:00:00,,
VIT,SN Oiapoque,ABASTECIMENTO,,Abastecimento de 20.000 Lts de MGO.,NÃO HOUVE IMPACTO EM MANOBRA,27/04/2015 09:00:00,27/04/2015 11:30:00,,
MAC,Pirajá,REPARO,,REPARO NA BOMBA DE PRÉ-LUBRIFICAÇÃO DO MCP-CE,NÃO HOUVE IMPACTO EM MANOBRA,02/06/2015 13:00:00,02/06/2015 15:00:00,,
